Timestamp,Longitude,Latitude,Service
1400436808903,13.2889,52.4786,GPS
1400436869819,13.2889,52.4786,GPS
1400436960552,13.2889,52.4786,GPS
1400437054679,13.2889,52.4787,GPS
1400437115876,13.2889,52.4787,GPS
1400437180588,13.2889,52.4787,GPS
1400437242322,13.2889,52.4786,GPS
1400437317579,13.2889,52.4787,GPS
1400437382169,13.2889,52.4787,GPS
1400437503884,13.289,52.4786,GPS
1400437564803,13.2889,52.4786,GPS
1400437625112,13.2889,52.4786,GPS
1400437777766,13.2888,52.4786,GPS
1400437858830,13.2889,52.4786,GPS
1400438063747,13.2888,52.4787,GPS
1400438144565,13.2889,52.4786,GPS
1400438349208,13.2888,52.4787,GPS
1400438543731,13.2889,52.4786,GPS
1400438634751,13.2888,52.4787,GPS
1400438834812,13.2889,52.4786,GPS
1400438919832,13.2888,52.4786,GPS
1400439204963,13.2888,52.4786,GPS
1400439493989,13.289,52.4786,GPS
1400439775559,13.2889,52.4787,GPS
1400439878902,13.2889,52.4786,GPS
1400440060862,13.2888,52.4786,GPS
1400440164812,13.2889,52.4786,GPS
1400440345810,13.2888,52.4786,GPS
1400440465983,13.2889,52.4786,GPS
1400440630952,13.2888,52.4786,GPS
1400440787114,13.289,52.4786,GPS
1400440851982,13.289,52.4786,GPS
1400440915987,13.2888,52.4786,GPS
1400440991733,13.2889,52.4787,GPS
1400441051801,13.2889,52.4786,GPS
1400441118956,13.2889,52.4786,GPS
1400441239904,13.2889,52.4786,GPS
1400441318454,13.2889,52.4786,GPS
1400441380675,13.2889,52.4786,GPS
1400441441881,13.2889,52.4786,GPS
1400441538765,13.2889,52.4786,GPS
1400441771835,13.2888,52.4787,GPS
1400441839886,13.2889,52.4786,GPS
1400442056813,13.2888,52.4787,GPS
1400442129757,13.2889,52.4786,GPS
1400442342871,13.2888,52.4786,GPS
1400442418766,13.2889,52.4786,GPS
1400442627868,13.2888,52.4786,GPS
1400442913000,13.2888,52.4787,GPS
1400443205864,13.2889,52.4786,GPS
1400443455685,13.2889,52.4786,GPS
1400443536784,13.2889,52.4786,GPS
1400443597831,13.2889,52.4786,GPS
1400443663656,13.2889,52.4786,GPS
1400443724605,13.2889,52.4786,GPS
1400443785682,13.2889,52.4787,GPS
1400443846726,13.2889,52.4787,GPS
1400443907876,13.2889,52.4786,GPS
1400443968819,13.2889,52.4786,GPS
1400444070936,13.2889,52.4786,GPS
1400444355785,13.2889,52.4787,GPS
1400444420039,13.2889,52.4787,GPS
1400444481105,13.2889,52.4787,GPS
1400444581914,13.2889,52.4786,GPS
1400444643644,13.2889,52.4787,GPS
1400444704805,13.2889,52.4786,GPS
1400444791799,13.2889,52.4787,GPS
1400444890758,13.2889,52.4787,GPS
1400444952015,13.2889,52.4787,GPS
1400445012803,13.2889,52.4786,GPS
1400445196044,13.2888,52.4786,GPS
1400445298753,13.2889,52.4787,GPS
1400445481009,13.2888,52.4787,GPS
1400445585025,13.2889,52.4786,GPS
1400445713916,13.2889,52.4786,GPS
1400445774496,13.2889,52.4786,GPS
1400445877616,13.2889,52.4787,GPS
1400445942721,13.2889,52.4786,GPS
1400446004536,13.2889,52.4786,GPS
1400446065582,13.2889,52.4786,GPS
1400446162513,13.2889,52.4786,GPS
1400446232319,13.2889,52.4786,GPS
1400446306475,13.2889,52.4786,GPS
1400446381674,13.2889,52.4787,GPS
1400446681070,13.2889,52.4786,GPS
1400446808745,13.2889,52.4786,GPS
1400446868961,13.2889,52.4786,GPS
