
204	8	4535	47028	3.24486248548172E8	53.14490562	6.71510553	2243	0	-1	-1	-1	70	
204	8	4535	47029	3.21795040456497E8	53.17928534	6.70224392	2561	0	-1	-1	-1	70	
204	8	4535	47105	3.21795040456497E8	53.15305447	6.74907106	1040	0	-1	-1	-1	70	
204	8	4535	47106	3.21795040456497E8	53.14334297	6.72363579	1286	0	-1	-1	-1	70	
204	8	4535	47107	3.21795040456497E8	53.14851987	6.72610038	1305	0	-1	-1	-1	70	
204	8	4535	47111	3.2172079195769E8	52.94399219	7.02521461	1618	0	-1	-1	-1	70	
204	8	4535	47112	3.2172079195769E8	52.90811151	7.04414731	2199	0	-1	-1	-1	70	
204	8	4535	47113	3.2172079195769E8	52.94632607	6.9617834	2862	0	-1	-1	-1	70	
204	8	4535	47126	3.21719569809449E8	53.08442497	6.94901144	2832	0	-1	-1	-1	70	
204	8	4535	47127	3.21719569809449E8	53.06027442	6.94505566	1834	0	-1	-1	-1	70	
204	8	4535	47128	3.21719569809449E8	53.0903294	6.9134618	2226	0	-1	-1	-1	68	
204	8	4535	47132	3.22259407122932E8	53.10983526	7.01281076	1307	0	-1	-1	-1	70	
204	8	4535	47133	3.22259407122932E8	53.09777033	7.00943571	500	0	-1	-1	-1	70	
204	8	4535	47134	3.22259407122932E8	53.11002898	7.00729638	2684	0	-1	-1	-1	70	
204	8	4535	47141	3.21795040456497E8	53.16546362	6.79072082	868	0	-1	-1	-1	70	
204	8	4535	47142	3.21795040456497E8	53.13927114	6.76729464	2913	0	-1	-1	-1	70	
204	8	4535	47143	3.21795040456497E8	53.1657983	6.77164196	878	0	-1	-1	-1	70	
204	8	4535	47146	3.2172079195769E8	52.98874455	6.97172963	1093	0	-1	-1	-1	70	
204	8	4535	47147	3.2172079195769E8	52.98122215	6.95435136	1311	0	-1	-1	-1	70	
204	8	4535	47148	3.2172079195769E8	52.98583883	6.9511668	591	0	-1	-1	-1	70	
204	8	4535	47154	3.2172079195769E8	52.89440649	7.01857513	2917	0	-1	-1	-1	70	
204	8	4535	47158	3.21795040456497E8	53.10110402	6.86613345	1523	0	-1	-1	-1	65	
204	8	4535	47159	3.21719569809449E8	53.08593332	6.85476553	1798	0	-1	-1	-1	65	
204	8	4535	47160	3.21795040456497E8	53.09939014	6.84660685	500	0	-1	-1	-1	65	
204	8	4535	47164	3.22259407122932E8	53.15543061	7.0332306	802	0	-1	-1	-1	70	
204	8	4535	47165	3.22259407122932E8	53.14056652	7.01517575	991	0	-1	-1	-1	70	
204	8	4535	47166	3.22259407122932E8	53.14977878	7.00157928	1321	0	-1	-1	-1	70	
204	8	4535	47173	3.24486248548172E8	53.08352267	6.69356662	1005	0	-1	-1	-1	70	
204	8	4535	47174	3.24486248548172E8	53.06927067	6.67025905	2967	0	-1	-1	-1	70	
204	8	4535	47175	3.24486248548172E8	53.08443969	6.65812444	2893	0	-1	-1	-1	70	
204	8	4535	47215	3.24729634295874E8	52.99709522	6.68636387	2610	0	-1	-1	-1	70	
204	8	4535	47216	3.24729862101052E8	52.96973425	6.66718745	2328	0	-1	-1	-1	70	
204	8	4535	47217	3.24729862101052E8	52.98991024	6.6388415	1060	0	-1	-1	-1	70	
204	8	4535	47409	3.24729862101052E8	52.88137227	6.74542498	2453	0	-1	-1	-1	70	
204	8	4535	47601	3.21795040456497E8	53.10444575	6.87082874	2555	0	-1	-1	-1	70	
204	8	4535	47602	3.21719569809449E8	53.08586502	6.85468196	2760	0	-1	-1	-1	70	
204	8	4535	47622	3.07213515625641E8	53.2931503	7.04187589	2302	0	-1	-1	-1	70	
204	8	4535	47623	3.09480729089284E8	53.24895298	6.98339337	2829	0	-1	-1	-1	68	
204	8	4535	47624	3.09480729089284E8	53.32004684	6.94417631	2159	0	-1	-1	-1	68	
204	8	4535	47827	3.22259407122932E8	53.18155074	7.22551399	2939	0	-1	-1	-1	70	
204	8	4535	48567	3.07213515625641E8	53.28983664	7.04438322	2722	0	-1	-1	-1	70	
204	8	4535	48568	3.07213515625641E8	53.26556003	7.02369129	2892	0	-1	-1	-1	70	
204	8	4535	48569	3.07213515625641E8	53.29770988	7.03957098	2727	0	-1	-1	-1	70	
204	8	4535	48576	3.22259407122932E8	53.21452593	7.19881093	2589	0	-1	-1	-1	68	
204	8	4535	48577	3.22259407122932E8	53.17800617	7.04901987	2312	0	-1	-1	-1	70	
204	8	4535	48578	3.22259407122932E8	53.18087792	7.04704558	2680	0	-1	-1	-1	70	
204	8	4535	48579	3.22259407122932E8	53.10157436	7.10177665	2699	0	-1	-1	-1	70	
204	8	4535	48580	3.22259407122932E8	53.07196092	7.11557716	2317	0	-1	-1	-1	70	
204	8	4535	48581	3.22259407122932E8	53.11177974	7.0648356	2965	0	-1	-1	-1	70	
204	8	4535	48582	3.22259407122932E8	53.11703157	7.17398017	1703	0	-1	-1	-1	70	
204	8	4535	48583	3.07213515625641E8	53.06196218	7.1181246	2086	0	-1	-1	-1	70	
204	8	4535	48605	3.2172079195769E8	52.96315497	6.93863236	1737	0	-1	-1	-1	70	
